comparison_label,pre_brexit_sp_magnitude,post_brexit_sp_magnitude,sp_magnitude_difference,pre_brexit_sp_significance,post_brexit_sp_significance,sp_gained_significance,sp_lost_significance,sp_both_significant,sp_neither_significant
12_vs_40 (age) [Contradiction: Family invol...],0.1574074074074073,0.1111111111111111,-0.0462962962962962,False,False,False,False,False,True
40_vs_70 (age) [Contradiction: Family invol...],-0.0185185185185185,-0.0092592592592592,0.0092592592592593,False,False,False,False,False,True
12_vs_70 (age) [Contradiction: Family invol...],0.1388888888888889,0.1018518518518518,-0.03703703703703709,False,False,False,False,False,True
70_vs_25 (age) [Contradiction: Family invol...],0.0,0.0,0.0,False,False,False,False,False,True
40_vs_25 (age) [Contradiction: Family invol...],-0.0185185185185185,-0.0092592592592592,0.0092592592592593,False,False,False,False,False,True
25_vs_12 (age) [Contradiction: Sequence of ...],-0.3703703703703703,-0.1574074074074074,0.21296296296296288,True,True,False,False,True,False
12_vs_40 (age) [Contradiction: Sequence of ...],0.3611111111111111,0.1481481481481481,-0.212962962962963,True,False,False,True,False,False
40_vs_70 (age) [Contradiction: Sequence of ...],-0.074074074074074,-0.1296296296296296,-0.055555555555555594,False,False,False,False,False,True
12_vs_70 (age) [Contradiction: Sequence of ...],0.287037037037037,0.0185185185185185,-0.2685185185185185,True,False,False,True,False,False
70_vs_25 (age) [Contradiction: Sequence of ...],0.0833333333333333,0.1388888888888889,0.055555555555555594,False,False,False,False,False,True
40_vs_25 (age) [Contradiction: Sequence of ...],0.0092592592592592,0.0092592592592592,0.0,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Asylum seeker circumstances],-0.0104166666666666,0.0260416666666667,0.0364583333333333,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Asylum seeker circumstances],0.0677083333333333,-0.015625,-0.0833333333333333,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Asylum seeker circumstances],0.078125,-0.0416666666666667,-0.1197916666666667,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Nature of persecution],0.0652777777777777,-0.0041666666666666,-0.0694444444444443,False,False,False,False,False,True
_vs_Christian (religion) [Nature of persecution],0.0013888888888888,-0.0111111111111111,-0.0124999999999999,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Nature of persecution],-0.0055555555555555,-0.0402777777777777,-0.034722222222222196,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Nature of persecution],0.0499999999999999,0.0472222222222222,-0.0027777777777776985,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Nature of persecution],0.0208333333333333,-0.0111111111111111,-0.0319444444444444,False,False,False,False,False,True
Jewish_vs_ (religion) [Nature of persecution],0.0194444444444444,0.0,-0.0194444444444444,False,False,False,False,False,True
Hindu_vs_ (religion) [Nature of persecution],-0.0513888888888888,-0.036111111111111,0.015277777777777807,False,False,False,False,False,True
_vs_Atheist (religion) [Nature of persecution],0.0458333333333332,-0.0041666666666666,-0.049999999999999795,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Nature of persecution],-0.0625,-0.0263888888888889,0.0361111111111111,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Nature of persecution],-0.0708333333333333,-0.036111111111111,0.03472222222222231,True,False,False,True,False,False
Jewish_vs_Muslim (religion) [Nature of persecution],0.0083333333333333,0.0097222222222221,0.001388888888888799,False,False,False,False,False,True
_vs_Muslim (religion) [Nature of persecution],-0.0111111111111111,0.0097222222222221,0.020833333333333197,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Nature of persecution],0.0569444444444444,-0.0138888888888888,-0.0708333333333332,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Nature of persecution],-0.0444444444444444,-0.0069444444444445,0.037499999999999895,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Nature of persecution],0.0125,-0.0208333333333333,-0.0333333333333333,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Non-Refoulement - Intercept...],-0.0052083333333333,0.0,0.0052083333333333,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Non-Refoulement - Intercept...],-0.0364583333333333,0.0,0.0364583333333333,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Non-Refoulement - Intercept...],-0.03125,0.0,0.03125,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Activist Persecution Ground],0.1041666666666666,-0.0520833333333333,-0.1562499999999999,False,False,False,False,False,True
_vs_Christian (religion) [Activist Persecution Ground],0.0659722222222222,0.0868055555555555,0.0208333333333333,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Activist Persecution Ground],0.0798611111111111,0.0486111111111111,-0.03125000000000001,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Activist Persecution Ground],-0.0451388888888889,-0.1041666666666666,-0.0590277777777777,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Activist Persecution Ground],0.0694444444444444,0.0034722222222222,-0.06597222222222221,False,False,False,False,False,True
Jewish_vs_ (religion) [Activist Persecution Ground],0.0034722222222222,-0.0833333333333333,-0.0868055555555555,False,False,False,False,False,True
Hindu_vs_ (religion) [Activist Persecution Ground],-0.0208333333333332,0.0173611111111111,0.0381944444444443,False,False,False,False,False,True
_vs_Atheist (religion) [Activist Persecution Ground],0.1006944444444444,0.03125,-0.0694444444444444,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Activist Persecution Ground],-0.0208333333333332,0.0625,0.0833333333333332,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Activist Persecution Ground],-0.0243055555555554,0.1006944444444444,0.1249999999999998,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Activist Persecution Ground],0.0034722222222222,-0.0381944444444444,-0.0416666666666666,False,False,False,False,False,True
_vs_Muslim (religion) [Activist Persecution Ground],0.0,0.0451388888888888,0.0451388888888888,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Activist Persecution Ground],0.1006944444444444,-0.0138888888888888,-0.1145833333333332,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Activist Persecution Ground],-0.0347222222222222,0.0555555555555555,0.0902777777777777,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Activist Persecution Ground],0.0659722222222222,0.0416666666666666,-0.024305555555555594,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [3rd safe country - Country ...],0.0625,-0.0572916666666667,-0.1197916666666667,False,False,False,False,False,True
Muslim_vs_Christian (religion) [3rd safe country - Country ...],0.0208333333333333,-0.015625,-0.0364583333333333,False,False,False,False,False,True
Atheist_vs_Christian (religion) [3rd safe country - Country ...],-0.0416666666666666,0.0416666666666667,0.0833333333333333,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Firm settlement],0.0848765432098764,0.0,-0.0848765432098764,True,False,False,True,False,False
Muslim_vs_Christian (religion) [Firm settlement],-0.0007716049382716,0.0,0.0007716049382716,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Firm settlement],-0.0856481481481481,0.0,0.0856481481481481,True,False,False,True,False,False
Muslim_vs_Atheist (religion) [Assimilation Potential],0.0625,-0.011111111111111,-0.073611111111111,True,False,False,True,False,False
Muslim_vs_Christian (religion) [Assimilation Potential],-0.0152777777777777,-0.0472222222222221,-0.0319444444444444,False,True,True,False,False,False
Atheist_vs_Christian (religion) [Assimilation Potential],-0.0777777777777777,-0.036111111111111,0.0416666666666667,True,False,False,True,False,False
Muslim_vs_Atheist (religion) [Financial stability],0.0972222222222222,0.0208333333333333,-0.0763888888888889,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Financial stability],0.0208333333333333,-0.0208333333333332,-0.041666666666666505,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Financial stability],-0.0763888888888888,-0.0416666666666666,0.034722222222222196,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Intentions regarding work i...],0.1145833333333332,-0.1111111111111111,-0.2256944444444443,True,True,False,False,True,False
Muslim_vs_Christian (religion) [Intentions regarding work i...],-0.0590277777777777,-0.1666666666666667,-0.107638888888889,False,True,True,False,False,False
Atheist_vs_Christian (religion) [Intentions regarding work i...],-0.173611111111111,-0.0555555555555555,0.1180555555555555,True,False,False,True,False,False
Muslim_vs_Atheist (religion) [Intentions regarding educat...],0.1423611111111111,-0.0729166666666666,-0.2152777777777777,True,True,False,False,True,False
Muslim_vs_Christian (religion) [Intentions regarding educat...],-0.0086805555555554,-0.0850694444444444,-0.076388888888889,False,True,True,False,False,False
Atheist_vs_Christian (religion) [Intentions regarding educat...],-0.1510416666666666,-0.0121527777777777,0.1388888888888889,True,False,False,True,False,False
Jewish_vs_Atheist (religion) [PSG (particular social group)],0.015432098765432,-0.0123456790123456,-0.027777777777777603,False,False,False,False,False,True
_vs_Christian (religion) [PSG (particular social group)],-0.0015432098765432,-0.0061728395061728,-0.0046296296296296,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [PSG (particular social group)],0.0015432098765432,0.0015432098765432,0.0,False,False,False,False,False,True
Christian_vs_Hindu (religion) [PSG (particular social group)],0.0231481481481481,0.007716049382716,-0.015432098765432098,False,False,False,False,False,True
Jewish_vs_Christian (religion) [PSG (particular social group)],-0.0092592592592593,-0.0216049382716049,-0.012345679012345599,False,True,True,False,False,False
Jewish_vs_ (religion) [PSG (particular social group)],-0.007716049382716,-0.015432098765432,-0.007716049382716,False,False,False,False,False,True
Hindu_vs_ (religion) [PSG (particular social group)],-0.0216049382716049,-0.0015432098765432,0.0200617283950617,False,False,False,False,False,True
_vs_Atheist (religion) [PSG (particular social group)],0.0231481481481481,0.0030864197530864,-0.0200617283950617,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [PSG (particular social group)],-0.0138888888888888,-0.007716049382716,0.006172839506172799,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [PSG (particular social group)],-0.0138888888888888,0.0138888888888888,0.0277777777777776,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [PSG (particular social group)],0.0,-0.0216049382716049,-0.0216049382716049,False,True,True,False,False,False
_vs_Muslim (religion) [PSG (particular social group)],0.007716049382716,-0.0061728395061728,-0.013888888888888801,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [PSG (particular social group)],0.015432098765432,0.0092592592592593,-0.0061728395061727,False,False,False,False,False,True
Atheist_vs_Christian (religion) [PSG (particular social group)],-0.0246913580246913,-0.0092592592592593,0.015432098765432,False,False,False,False,False,True
Muslim_vs_Christian (religion) [PSG (particular social group)],-0.0092592592592593,0.0,0.0092592592592593,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Disclosure: Political perse...],0.0972222222222222,0.0972222222222222,0.0,False,False,False,False,False,True
_vs_Christian (religion) [Disclosure: Political perse...],0.0,0.0138888888888889,0.0138888888888889,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Disclosure: Political perse...],0.0277777777777777,0.0,-0.0277777777777777,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Disclosure: Political perse...],-0.0416666666666667,0.0416666666666666,0.0833333333333333,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Disclosure: Political perse...],0.1111111111111111,0.0555555555555555,-0.05555555555555561,False,False,False,False,False,True
Jewish_vs_ (religion) [Disclosure: Political perse...],0.1111111111111111,0.0416666666666666,-0.0694444444444445,False,False,False,False,False,True
Hindu_vs_ (religion) [Disclosure: Political perse...],0.0416666666666667,-0.0555555555555555,-0.0972222222222222,False,False,False,False,False,True
_vs_Atheist (religion) [Disclosure: Political perse...],-0.0138888888888889,0.0555555555555555,0.06944444444444439,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Disclosure: Political perse...],-0.0277777777777776,-0.0972222222222222,-0.0694444444444446,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Disclosure: Political perse...],-0.0694444444444444,-0.0972222222222222,-0.02777777777777779,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Disclosure: Political perse...],0.0416666666666667,0.0,-0.0416666666666667,False,False,False,False,False,True
_vs_Muslim (religion) [Disclosure: Political perse...],-0.0694444444444444,-0.0416666666666666,0.027777777777777804,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Disclosure: Political perse...],0.0555555555555554,0.0972222222222222,0.041666666666666796,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Disclosure: Political perse...],0.0138888888888889,-0.0416666666666666,-0.055555555555555504,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Disclosure: Political perse...],0.0694444444444444,0.0555555555555555,-0.013888888888888909,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Disclosure: Religious perse...],0.0555555555555555,0.0555555555555555,0.0,False,False,False,False,False,True
_vs_Christian (religion) [Disclosure: Religious perse...],-0.0277777777777777,0.0694444444444444,0.0972222222222221,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Disclosure: Religious perse...],0.0,-0.2083333333333333,-0.2083333333333333,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Disclosure: Religious perse...],0.0555555555555555,0.1805555555555555,0.125,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Disclosure: Religious perse...],0.0,0.0833333333333333,0.0833333333333333,False,False,False,False,False,True
Jewish_vs_ (religion) [Disclosure: Religious perse...],0.0277777777777777,0.0138888888888889,-0.0138888888888888,False,False,False,False,False,True
Hindu_vs_ (religion) [Disclosure: Religious perse...],-0.0277777777777777,-0.25,-0.2222222222222223,False,False,False,False,False,True
_vs_Atheist (religion) [Disclosure: Religious perse...],0.0277777777777777,0.0416666666666666,0.013888888888888902,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Disclosure: Religious perse...],-0.0138888888888888,-0.1805555555555555,-0.16666666666666669,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Disclosure: Religious perse...],-0.0555555555555555,-0.2638888888888889,-0.2083333333333334,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Disclosure: Religious perse...],0.0416666666666667,0.0833333333333333,0.0416666666666666,False,False,False,False,False,True
_vs_Muslim (religion) [Disclosure: Religious perse...],0.0138888888888889,0.0694444444444444,0.055555555555555504,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Disclosure: Religious perse...],0.0138888888888888,-0.0277777777777777,-0.0416666666666665,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Disclosure: Religious perse...],-0.0555555555555555,0.0277777777777777,0.0833333333333332,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Disclosure: Religious perse...],-0.0416666666666667,0.0,0.0416666666666667,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Disclosure: Domestic violen...],0.3333333333333333,0.0,-0.3333333333333333,True,False,False,True,False,False
_vs_Christian (religion) [Disclosure: Domestic violen...],-0.0277777777777776,0.0138888888888889,0.0416666666666665,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Disclosure: Domestic violen...],0.1388888888888889,0.0277777777777777,-0.11111111111111119,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Disclosure: Domestic violen...],0.1527777777777776,-0.0277777777777777,-0.1805555555555553,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Disclosure: Domestic violen...],0.0416666666666667,0.0,-0.0416666666666667,False,False,False,False,False,True
Jewish_vs_ (religion) [Disclosure: Domestic violen...],0.0694444444444444,-0.0138888888888889,-0.0833333333333333,False,False,False,False,False,True
Hindu_vs_ (religion) [Disclosure: Domestic violen...],-0.125,0.0138888888888888,0.1388888888888888,False,False,False,False,False,True
_vs_Atheist (religion) [Disclosure: Domestic violen...],0.2638888888888889,0.0138888888888889,-0.25,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Disclosure: Domestic violen...],-0.0277777777777776,0.0138888888888888,0.0416666666666664,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Disclosure: Domestic violen...],-0.1944444444444444,0.0277777777777777,0.2222222222222221,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Disclosure: Domestic violen...],0.1666666666666667,-0.0138888888888889,-0.1805555555555556,False,False,False,False,False,True
_vs_Muslim (religion) [Disclosure: Domestic violen...],0.0972222222222223,0.0,-0.0972222222222223,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Disclosure: Domestic violen...],0.1666666666666666,0.0138888888888889,-0.1527777777777777,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Disclosure: Domestic violen...],-0.2916666666666666,0.0,0.2916666666666666,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Disclosure: Domestic violen...],-0.125,0.0138888888888889,0.1388888888888889,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Disclosure: Ethnic violence...],0.0972222222222222,0.1805555555555555,0.0833333333333333,False,False,False,False,False,True
_vs_Christian (religion) [Disclosure: Ethnic violence...],-0.0277777777777777,-0.1666666666666666,-0.1388888888888889,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Disclosure: Ethnic violence...],0.0,0.1388888888888889,0.1388888888888889,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Disclosure: Ethnic violence...],0.0833333333333333,0.0833333333333332,-9.71445146547012e-17,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Disclosure: Ethnic violence...],0.0138888888888888,-0.0416666666666666,-0.0555555555555554,False,False,False,False,False,True
Jewish_vs_ (religion) [Disclosure: Ethnic violence...],0.0416666666666666,0.125,0.0833333333333334,False,False,False,False,False,True
Hindu_vs_ (religion) [Disclosure: Ethnic violence...],-0.0555555555555555,0.0833333333333333,0.13888888888888878,False,False,False,False,False,True
_vs_Atheist (religion) [Disclosure: Ethnic violence...],0.0555555555555555,0.0555555555555555,0.0,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Disclosure: Ethnic violence...],0.0,0.1666666666666667,0.1666666666666667,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Disclosure: Ethnic violence...],-0.0972222222222222,-0.0416666666666666,0.055555555555555594,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Disclosure: Ethnic violence...],0.0972222222222222,0.2083333333333333,0.11111111111111109,False,False,False,False,False,True
_vs_Muslim (religion) [Disclosure: Ethnic violence...],0.0555555555555555,0.0833333333333333,0.027777777777777804,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Disclosure: Ethnic violence...],0.0,-0.0277777777777777,-0.0277777777777777,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Disclosure: Ethnic violence...],-0.0833333333333333,-0.2222222222222222,-0.1388888888888889,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Disclosure: Ethnic violence...],-0.0833333333333333,-0.25,-0.16666666666666669,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Disclosure: Persecution for...],0.2222222222222222,0.2638888888888889,0.041666666666666685,False,False,False,False,False,True
_vs_Christian (religion) [Disclosure: Persecution for...],0.0555555555555555,0.0833333333333333,0.027777777777777804,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Disclosure: Persecution for...],0.0972222222222222,0.0694444444444445,-0.027777777777777693,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Disclosure: Persecution for...],-0.0277777777777777,0.1805555555555554,0.20833333333333312,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Disclosure: Persecution for...],0.1527777777777778,0.0138888888888889,-0.1388888888888889,False,False,False,False,False,True
Jewish_vs_ (religion) [Disclosure: Persecution for...],0.0972222222222222,-0.0694444444444444,-0.1666666666666666,False,False,False,False,False,True
Hindu_vs_ (religion) [Disclosure: Persecution for...],-0.0277777777777777,-0.2638888888888888,-0.23611111111111108,False,False,False,False,False,True
_vs_Atheist (religion) [Disclosure: Persecution for...],0.125,0.3333333333333333,0.20833333333333331,False,True,True,False,False,False
Hindu_vs_Muslim (religion) [Disclosure: Persecution for...],0.0138888888888889,-0.0277777777777777,-0.0416666666666666,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Disclosure: Persecution for...],-0.125,-0.1944444444444444,-0.06944444444444439,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Disclosure: Persecution for...],0.1388888888888889,0.1666666666666666,0.027777777777777707,False,False,False,False,False,True
_vs_Muslim (religion) [Disclosure: Persecution for...],0.0416666666666667,0.236111111111111,0.1944444444444443,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Disclosure: Persecution for...],0.0833333333333333,0.0972222222222223,0.013888888888888992,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Disclosure: Persecution for...],-0.0694444444444444,-0.25,-0.18055555555555558,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Disclosure: Persecution for...],0.0138888888888888,-0.1527777777777776,-0.1666666666666664,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Contradiction: Dates of per...],0.0138888888888888,-0.1388888888888888,-0.15277777777777762,False,False,False,False,False,True
_vs_Christian (religion) [Contradiction: Dates of per...],-0.0277777777777777,-0.0694444444444444,-0.041666666666666706,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Contradiction: Dates of per...],-0.0694444444444444,-0.0833333333333333,-0.013888888888888895,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Contradiction: Dates of per...],0.0555555555555555,0.0694444444444444,0.013888888888888909,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Contradiction: Dates of per...],0.0277777777777777,-0.125,-0.1527777777777777,False,False,False,False,False,True
Jewish_vs_ (religion) [Contradiction: Dates of per...],0.0555555555555555,-0.0555555555555555,-0.111111111111111,False,False,False,False,False,True
Hindu_vs_ (religion) [Contradiction: Dates of per...],-0.0277777777777777,0.0,0.0277777777777777,False,False,False,False,False,True
_vs_Atheist (religion) [Contradiction: Dates of per...],-0.0416666666666666,-0.0833333333333333,-0.0416666666666667,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Contradiction: Dates of per...],-0.1111111111111111,0.0138888888888888,0.1249999999999999,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Contradiction: Dates of per...],-0.0833333333333333,0.0555555555555555,0.13888888888888878,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Contradiction: Dates of per...],-0.0277777777777777,-0.0416666666666666,-0.013888888888888902,False,False,False,False,False,True
_vs_Muslim (religion) [Contradiction: Dates of per...],-0.0833333333333333,0.0138888888888888,0.0972222222222221,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Contradiction: Dates of per...],0.0416666666666666,-0.0972222222222222,-0.13888888888888878,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Contradiction: Dates of per...],0.0138888888888888,0.0138888888888888,0.0,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Contradiction: Dates of per...],0.0555555555555555,-0.0833333333333333,-0.13888888888888878,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
_vs_Christian (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Jewish_vs_ (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Hindu_vs_ (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
_vs_Atheist (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
_vs_Muslim (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Contradiction: Persecutor i...],0.0,0.0,0.0,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Contradiction: Location of ...],0.0416666666666666,0.0416666666666666,0.0,False,False,False,False,False,True
_vs_Christian (religion) [Contradiction: Location of ...],0.0555555555555555,0.0694444444444444,0.013888888888888909,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Contradiction: Location of ...],0.0277777777777777,0.0972222222222222,0.0694444444444445,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Contradiction: Location of ...],-0.0138888888888888,-0.0555555555555555,-0.0416666666666667,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Contradiction: Location of ...],0.0277777777777777,0.0,-0.0277777777777777,False,False,False,False,False,True
Jewish_vs_ (religion) [Contradiction: Location of ...],-0.0277777777777777,-0.0694444444444444,-0.041666666666666706,False,False,False,False,False,True
Hindu_vs_ (religion) [Contradiction: Location of ...],-0.0416666666666666,-0.0138888888888888,0.027777777777777804,False,False,False,False,False,True
_vs_Atheist (religion) [Contradiction: Location of ...],0.0694444444444444,0.1111111111111111,0.0416666666666667,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Contradiction: Location of ...],0.0277777777777777,0.0416666666666666,0.013888888888888902,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Contradiction: Location of ...],-0.0138888888888888,0.0555555555555555,0.0694444444444443,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Contradiction: Location of ...],0.0416666666666666,-0.0138888888888888,-0.0555555555555554,False,False,False,False,False,True
_vs_Muslim (religion) [Contradiction: Location of ...],0.0694444444444444,0.0555555555555555,-0.013888888888888909,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Contradiction: Location of ...],0.0,0.0555555555555555,0.0555555555555555,False,False,False,False,False,True
Atheist_vs_Christian (religion) [Contradiction: Location of ...],-0.0138888888888888,-0.0416666666666666,-0.027777777777777804,False,False,False,False,False,True
Muslim_vs_Christian (religion) [Contradiction: Location of ...],-0.0138888888888888,0.0138888888888888,0.0277777777777776,False,False,False,False,False,True
Jewish_vs_Atheist (religion) [Contradiction: Family invol...],0.0277777777777777,-0.0277777777777777,-0.0555555555555554,False,False,False,False,False,True
_vs_Christian (religion) [Contradiction: Family invol...],-0.0138888888888888,0.0555555555555555,0.0694444444444443,False,False,False,False,False,True
Hindu_vs_Atheist (religion) [Contradiction: Family invol...],-0.0277777777777777,-0.0555555555555555,-0.027777777777777797,False,False,False,False,False,True
Christian_vs_Hindu (religion) [Contradiction: Family invol...],0.0277777777777777,0.0555555555555555,0.027777777777777797,False,False,False,False,False,True
Jewish_vs_Christian (religion) [Contradiction: Family invol...],0.0277777777777777,-0.0277777777777777,-0.0555555555555554,False,False,False,False,False,True
Jewish_vs_ (religion) [Contradiction: Family invol...],0.0416666666666666,-0.0833333333333333,-0.1249999999999999,False,False,False,False,False,True
Hindu_vs_ (religion) [Contradiction: Family invol...],-0.0138888888888888,-0.1111111111111111,-0.09722222222222231,False,False,False,False,False,True
_vs_Atheist (religion) [Contradiction: Family invol...],-0.0138888888888888,0.0555555555555555,0.0694444444444443,False,False,False,False,False,True
Hindu_vs_Muslim (religion) [Contradiction: Family invol...],-0.0277777777777777,0.0,0.0277777777777777,False,False,False,False,False,True
Hindu_vs_Jewish (religion) [Contradiction: Family invol...],-0.0555555555555555,-0.0277777777777777,0.027777777777777797,False,False,False,False,False,True
Jewish_vs_Muslim (religion) [Contradiction: Family invol...],0.0277777777777777,0.0277777777777777,0.0,False,False,False,False,False,True
_vs_Muslim (religion) [Contradiction: Family invol...],-0.0138888888888888,0.1111111111111111,0.1249999999999999,False,False,False,False,False,True
Muslim_vs_Atheist (religion) [Contradiction: Family invol...],0.0,-0.0555555555555555,-0.0555555555555555,False,False,False,False,False,True
