group_comparison,protected_attribute,topic,pre_brexit_model_statistical_parity,post_brexit_model_statistical_parity,equal_opportunity_models_gap,pre_brexit_group_size,post_brexit_group_size,pre_brexit_reference_size,post_brexit_reference_size,pre_brexit_sp_significance,post_brexit_sp_significance,pre_brexit_sp_p_value,post_brexit_sp_p_value,equal_opportunity_sample_size,group_name,reference_group_name,models_sp_difference,pre_brexit_significant,post_brexit_significant,both_models_significant,significance_change,sp_difference_magnitude
25_vs_12,age,Non-Refoulement - Interception at Sea,-0.02777777777777779,-0.02083333333333337,,144,144,144,144,False,False,0.32437727621941725,0.27604061545201297,,25,12,0.00694444444444442,False,False,False,False,Small
12_vs_40,age,Non-Refoulement - Interception at Sea,0.02083333333333337,0.04166666666666674,,144,144,144,144,False,False,0.4386577842590649,0.08773405621944619,,12,40,0.02083333333333337,False,False,False,False,Small
40_vs_70,age,Non-Refoulement - Interception at Sea,-0.02083333333333337,-0.05555555555555558,,144,144,144,144,False,True,0.4386577842590649,0.020351068594806287,,40,70,-0.03472222222222221,False,True,False,True,Small
40_vs_12,age,Non-Refoulement - Interception at Sea,-0.02083333333333337,-0.04166666666666674,,144,144,144,144,False,False,0.4386577842590649,0.08773405621944619,,40,12,-0.02083333333333337,False,False,False,False,Small
12_vs_70,age,Non-Refoulement - Interception at Sea,0.0,-0.01388888888888884,,144,144,144,144,False,False,1.0,0.1881890083471225,,12,70,-0.01388888888888884,False,False,False,False,Small
70_vs_12,age,Non-Refoulement - Interception at Sea,0.0,0.01388888888888884,,144,144,144,144,False,False,1.0,0.1881890083471225,,70,12,0.01388888888888884,False,False,False,False,Small
70_vs_25,age,Non-Refoulement - Interception at Sea,0.02777777777777779,0.03472222222222221,,144,144,144,144,False,True,0.32437727621941725,0.05321305316404468,,70,25,0.00694444444444442,False,True,False,True,Small
70_vs_40,age,Non-Refoulement - Interception at Sea,0.02083333333333337,0.05555555555555558,,144,144,144,144,False,True,0.4386577842590649,0.020351068594806287,,70,40,0.03472222222222221,False,True,False,True,Small
40_vs_25,age,Non-Refoulement - Interception at Sea,0.00694444444444442,-0.02083333333333337,,144,144,144,144,False,False,0.8128312833750186,0.4088769178819589,,40,25,-0.02777777777777779,False,False,False,False,Small
25_vs_40,age,Non-Refoulement - Interception at Sea,-0.00694444444444442,0.02083333333333337,,144,144,144,144,False,False,0.8128312833750186,0.4088769178819589,,25,40,0.02777777777777779,False,False,False,False,Small
12_vs_25,age,Non-Refoulement - Interception at Sea,0.02777777777777779,0.02083333333333337,,144,144,144,144,False,False,0.32437727621941725,0.27604061545201297,,12,25,-0.00694444444444442,False,False,False,False,Small
25_vs_70,age,Non-Refoulement - Interception at Sea,-0.02777777777777779,-0.03472222222222221,,144,144,144,144,False,True,0.32437727621941725,0.05321305316404468,,25,70,-0.00694444444444442,False,True,False,True,Small
25_vs_12,age,Activist Persecution Ground,-0.02314814814814814,-0.14583333333333337,-0.1435483870967742,432,432,432,432,False,True,0.4552905183855538,0.001654626309701257,432.0,25,12,-0.12268518518518523,False,True,False,True,Large
12_vs_40,age,Activist Persecution Ground,0.0439814814814814,0.1527777777777778,0.1742524916943522,432,432,432,432,False,True,0.18320863130279252,0.0011628368067051476,432.0,12,40,0.10879629629629639,False,True,False,True,Large
40_vs_70,age,Activist Persecution Ground,0.0717592592592593,0.09953703703703703,0.11278454534268484,432,432,432,432,True,True,0.05557561748950901,0.008242119726976638,432.0,40,70,0.027777777777777735,True,True,True,False,Small
40_vs_12,age,Activist Persecution Ground,-0.0439814814814814,-0.1527777777777778,-0.1742524916943522,432,432,432,432,False,True,0.18320863130279252,0.0011628368067051476,432.0,40,12,-0.10879629629629639,False,True,False,True,Large
12_vs_70,age,Activist Persecution Ground,0.1157407407407407,0.2523148148148148,0.28703703703703703,432,432,432,432,True,True,0.0058411537085563126,5.782297235246148e-06,432.0,12,70,0.13657407407407413,True,True,True,False,Large
70_vs_12,age,Activist Persecution Ground,-0.1157407407407407,-0.2523148148148148,-0.28703703703703703,432,432,432,432,True,True,0.0058411537085563126,5.782297235246148e-06,432.0,70,12,-0.13657407407407413,True,True,True,False,Large
70_vs_25,age,Activist Persecution Ground,-0.09259259259259256,-0.10648148148148145,-0.14348864994026284,432,432,432,432,True,True,0.01945752734820383,0.0057939451718540536,432.0,70,25,-0.013888888888888895,True,True,True,False,Small
70_vs_40,age,Activist Persecution Ground,-0.0717592592592593,-0.09953703703703703,-0.11278454534268484,432,432,432,432,True,True,0.05557561748950901,0.008242119726976638,432.0,70,40,-0.027777777777777735,True,True,True,False,Small
40_vs_25,age,Activist Persecution Ground,-0.02083333333333326,-0.00694444444444442,-0.030704104597577997,432,432,432,432,False,False,0.5093948928934782,0.8225287086564892,432.0,40,25,0.01388888888888884,False,False,False,False,Small
25_vs_40,age,Activist Persecution Ground,0.02083333333333326,0.00694444444444442,0.030704104597577997,432,432,432,432,False,False,0.5093948928934782,0.8225287086564892,432.0,25,40,-0.01388888888888884,False,False,False,False,Small
12_vs_25,age,Activist Persecution Ground,0.02314814814814814,0.14583333333333337,0.1435483870967742,432,432,432,432,False,True,0.4552905183855538,0.001654626309701257,432.0,12,25,0.12268518518518523,False,True,False,True,Large
25_vs_70,age,Activist Persecution Ground,0.09259259259259256,0.10648148148148145,0.14348864994026284,432,432,432,432,True,True,0.01945752734820383,0.0057939451718540536,432.0,25,70,0.013888888888888895,True,True,True,False,Small
25_vs_12,age,3rd safe country - Country safety definition,-0.07638888888888884,-0.20833333333333326,,144,144,144,144,True,True,0.030529321041947277,0.0022578262495236423,,25,12,-0.13194444444444442,True,True,True,False,Large
12_vs_40,age,3rd safe country - Country safety definition,0.14583333333333337,0.33333333333333326,,144,144,144,144,True,True,0.002822104903599243,9.06557632296412e-05,,12,40,0.1874999999999999,True,True,True,False,Large
40_vs_70,age,3rd safe country - Country safety definition,-0.11805555555555558,-0.04861111111111105,,144,144,144,144,True,False,0.013139807952368354,0.4180976818134212,,40,70,0.06944444444444453,True,False,False,True,Medium
40_vs_12,age,3rd safe country - Country safety definition,-0.14583333333333337,-0.33333333333333326,,144,144,144,144,True,True,0.002822104903599243,9.06557632296412e-05,,40,12,-0.1874999999999999,True,True,True,False,Large
12_vs_70,age,3rd safe country - Country safety definition,0.02777777777777779,0.2847222222222222,,144,144,144,144,False,True,0.26425749570554835,0.0003060499354630153,,12,70,0.2569444444444444,False,True,False,True,Very Large
70_vs_12,age,3rd safe country - Country safety definition,-0.02777777777777779,-0.2847222222222222,,144,144,144,144,False,True,0.26425749570554835,0.0003060499354630153,,70,12,-0.2569444444444444,False,True,False,True,Very Large
70_vs_25,age,3rd safe country - Country safety definition,0.04861111111111105,-0.07638888888888895,,144,144,144,144,False,False,0.16210065966785736,0.20884721332434752,,70,25,-0.125,False,False,False,False,Large
70_vs_40,age,3rd safe country - Country safety definition,0.11805555555555558,0.04861111111111105,,144,144,144,144,True,False,0.013139807952368354,0.4180976818134212,,70,40,-0.06944444444444453,True,False,False,True,Medium
40_vs_25,age,3rd safe country - Country safety definition,-0.06944444444444453,-0.125,,144,144,144,144,False,True,0.12372203725488307,0.060241925748154124,,40,25,-0.05555555555555547,False,True,False,True,Medium
25_vs_40,age,3rd safe country - Country safety definition,0.06944444444444453,0.125,,144,144,144,144,False,True,0.12372203725488307,0.060241925748154124,,25,40,0.05555555555555547,False,True,False,True,Medium
12_vs_25,age,3rd safe country - Country safety definition,0.07638888888888884,0.20833333333333326,,144,144,144,144,True,True,0.030529321041947277,0.0022578262495236423,,12,25,0.13194444444444442,True,True,True,False,Large
25_vs_70,age,3rd safe country - Country safety definition,-0.04861111111111105,0.07638888888888895,,144,144,144,144,False,False,0.16210065966785736,0.20884721332434752,,25,70,0.125,False,False,False,False,Large
25_vs_12,age,Firm settlement,-0.1934156378600823,0.0,,972,972,972,972,True,False,0.0,,,25,12,0.1934156378600823,True,False,False,True,Large
12_vs_40,age,Firm settlement,0.2510288065843621,0.0,,972,972,972,972,True,False,0.0,,,12,40,-0.2510288065843621,True,False,False,True,Very Large
40_vs_70,age,Firm settlement,-0.04218106995884774,0.0,0.0,972,972,972,972,True,False,0.06476777444503701,,972.0,40,70,0.04218106995884774,True,False,False,True,Small
40_vs_12,age,Firm settlement,-0.2510288065843621,0.0,,972,972,972,972,True,False,0.0,,,40,12,0.2510288065843621,True,False,False,True,Very Large
12_vs_70,age,Firm settlement,0.20884773662551437,0.0,,972,972,972,972,True,False,0.0,,,12,70,-0.20884773662551437,True,False,False,True,Very Large
70_vs_12,age,Firm settlement,-0.20884773662551437,0.0,,972,972,972,972,True,False,0.0,,,70,12,0.20884773662551437,True,False,False,True,Very Large
70_vs_25,age,Firm settlement,-0.015432098765432056,0.0,-0.0,972,972,972,972,False,False,0.4302695883262566,,972.0,70,25,0.015432098765432056,False,False,False,False,Small
70_vs_40,age,Firm settlement,0.04218106995884774,0.0,-0.0,972,972,972,972,True,False,0.06476777444503701,,972.0,70,40,-0.04218106995884774,True,False,False,True,Small
40_vs_25,age,Firm settlement,-0.057613168724279795,0.0,-0.0,972,972,972,972,True,False,0.018257946514087298,,972.0,40,25,0.057613168724279795,True,False,False,True,Medium
25_vs_40,age,Firm settlement,0.057613168724279795,0.0,0.0,972,972,972,972,True,False,0.018257946514087298,,972.0,25,40,-0.057613168724279795,True,False,False,True,Medium
12_vs_25,age,Firm settlement,0.1934156378600823,0.0,,972,972,972,972,True,False,0.0,,,12,25,-0.1934156378600823,True,False,False,True,Large
25_vs_70,age,Firm settlement,0.015432098765432056,0.0,0.0,972,972,972,972,False,False,0.4302695883262566,,972.0,25,70,-0.015432098765432056,False,False,False,False,Small
25_vs_12,age,Assimilation Potential,-0.0444444444444444,0.00925925925925919,,540,540,540,540,True,False,0.006975522947285651,0.5509139191884767,,25,12,0.05370370370370359,True,False,False,True,Medium
12_vs_40,age,Assimilation Potential,0.061111111111111116,0.005555555555555536,,540,540,540,540,True,False,0.0015425050113724303,0.730306157264976,,12,40,-0.05555555555555558,True,False,False,True,Medium
40_vs_70,age,Assimilation Potential,-0.0537037037037037,-0.05740740740740735,,540,540,540,540,True,True,0.004475816954978118,0.0018809250844502579,,40,70,-0.0037037037037036535,True,True,True,False,Small
40_vs_12,age,Assimilation Potential,-0.061111111111111116,-0.005555555555555536,,540,540,540,540,True,False,0.0015425050113724303,0.730306157264976,,40,12,0.05555555555555558,True,False,False,True,Medium
12_vs_70,age,Assimilation Potential,0.007407407407407418,-0.051851851851851816,,540,540,540,540,False,True,0.45508642140821953,0.003092183167859197,,12,70,-0.059259259259259234,False,True,False,True,Medium
70_vs_12,age,Assimilation Potential,-0.007407407407407418,0.051851851851851816,,540,540,540,540,False,True,0.45508642140821953,0.003092183167859197,,70,12,0.059259259259259234,False,True,False,True,Medium
70_vs_25,age,Assimilation Potential,0.03703703703703698,0.042592592592592626,,540,540,540,540,True,True,0.021196225833228777,0.007449750524589849,,70,25,0.005555555555555647,True,True,True,False,Small
70_vs_40,age,Assimilation Potential,0.0537037037037037,0.05740740740740735,,540,540,540,540,True,True,0.004475816954978118,0.0018809250844502579,,70,40,0.0037037037037036535,True,True,True,False,Small
40_vs_25,age,Assimilation Potential,-0.01666666666666672,-0.014814814814814725,-0.01709956709956706,540,540,540,540,False,False,0.3197383697190601,0.35927897738718584,540.0,40,25,0.0018518518518519933,False,False,False,False,Small
25_vs_40,age,Assimilation Potential,0.01666666666666672,0.014814814814814725,0.01709956709956706,540,540,540,540,False,False,0.3197383697190601,0.35927897738718584,540.0,25,40,-0.0018518518518519933,False,False,False,False,Small
12_vs_25,age,Assimilation Potential,0.0444444444444444,-0.00925925925925919,,540,540,540,540,True,False,0.006975522947285651,0.5509139191884767,,12,25,-0.05370370370370359,True,False,False,True,Medium
25_vs_70,age,Assimilation Potential,-0.03703703703703698,-0.042592592592592626,,540,540,540,540,True,True,0.021196225833228777,0.007449750524589849,,25,70,-0.005555555555555647,True,True,True,False,Small
25_vs_32,age,Financial stability,-0.00925925925925919,0.0092592592592593,-0.013873873873873954,108,108,108,108,False,False,0.8831715172478971,0.8010761686226209,108.0,25,32,0.01851851851851849,False,False,False,False,Small
32_vs_40,age,Financial stability,-0.02777777777777779,0.01851851851851849,0.024615384615384706,108,108,108,108,False,False,0.6562657746785818,0.6420017165316343,108.0,32,40,0.04629629629629628,False,False,False,False,Small
25_vs_18,age,Financial stability,-0.02777777777777768,-0.05555555555555558,-0.014566514566514588,108,108,108,108,False,False,0.6591148134610942,0.08618337433414736,108.0,25,18,-0.0277777777777779,False,False,False,False,Small
18_vs_40,age,Financial stability,-0.0092592592592593,0.08333333333333337,0.02530802530802534,108,108,108,108,False,True,0.8799843498005377,0.032322522833881706,108.0,18,40,0.09259259259259267,False,True,False,True,Medium
40_vs_25,age,Financial stability,0.03703703703703698,-0.02777777777777779,-0.010741510741510751,108,108,108,108,False,False,0.5573106195907047,0.48096807342377934,108.0,40,25,-0.06481481481481477,False,False,False,False,Medium
40_vs_32,age,Financial stability,0.02777777777777779,-0.01851851851851849,-0.024615384615384706,108,108,108,108,False,False,0.6562657746785818,0.6420017165316343,108.0,40,32,-0.04629629629629628,False,False,False,False,Small
18_vs_25,age,Financial stability,0.02777777777777768,0.05555555555555558,0.014566514566514588,108,108,108,108,False,False,0.6591148134610942,0.08618337433414736,108.0,18,25,0.0277777777777779,False,False,False,False,Small
25_vs_40,age,Financial stability,-0.03703703703703698,0.02777777777777779,0.010741510741510751,108,108,108,108,False,False,0.5573106195907047,0.48096807342377934,108.0,25,40,0.06481481481481477,False,False,False,False,Medium
40_vs_18,age,Financial stability,0.0092592592592593,-0.08333333333333337,-0.02530802530802534,108,108,108,108,False,True,0.8799843498005377,0.032322522833881706,108.0,40,18,-0.09259259259259267,False,True,False,True,Medium
32_vs_18,age,Financial stability,-0.01851851851851849,-0.06481481481481488,-0.0006926406926406337,108,108,108,108,False,True,0.766597138144067,0.06111105045196341,108.0,32,18,-0.04629629629629639,False,True,False,True,Small
32_vs_25,age,Financial stability,0.00925925925925919,-0.0092592592592593,0.013873873873873954,108,108,108,108,False,False,0.8831715172478971,0.8010761686226209,108.0,32,25,-0.01851851851851849,False,False,False,False,Small
18_vs_32,age,Financial stability,0.01851851851851849,0.06481481481481488,0.0006926406926406337,108,108,108,108,False,True,0.766597138144067,0.06111105045196341,108.0,18,32,0.04629629629629639,False,True,False,True,Small
25_vs_32,age,Intentions regarding work in the UK,0.02314814814814814,0.03935185185185186,0.04911801968619045,432,432,432,432,False,False,0.4263658657055851,0.2431707725913359,432.0,25,32,0.01620370370370372,False,False,False,False,Small
32_vs_40,age,Intentions regarding work in the UK,0.02314814814814814,-0.02083333333333337,-0.053740670676040714,432,432,432,432,False,False,0.44138365859208406,0.5226008347415112,432.0,32,40,-0.04398148148148151,False,False,False,False,Small
25_vs_18,age,Intentions regarding work in the UK,0.04398148148148151,0.01388888888888884,0.004007212983370034,432,432,432,432,False,False,0.16015039394699837,0.6611233387728479,432.0,25,18,-0.03009259259259267,False,False,False,False,Small
18_vs_40,age,Intentions regarding work in the UK,0.0023148148148147696,0.00462962962962965,-0.008629863973220298,432,432,432,432,False,False,0.9378651188011256,0.8838653927065903,432.0,18,40,0.0023148148148148806,False,False,False,False,Small
40_vs_25,age,Intentions regarding work in the UK,-0.04629629629629628,-0.01851851851851849,0.004622650989850263,432,432,432,432,False,False,0.14279960436751904,0.5622390221213525,432.0,40,25,0.02777777777777779,False,False,False,False,Small
40_vs_32,age,Intentions regarding work in the UK,-0.02314814814814814,0.02083333333333337,0.053740670676040714,432,432,432,432,False,False,0.44138365859208406,0.5226008347415112,432.0,40,32,0.04398148148148151,False,False,False,False,Small
18_vs_25,age,Intentions regarding work in the UK,-0.04398148148148151,-0.01388888888888884,-0.004007212983370034,432,432,432,432,False,False,0.16015039394699837,0.6611233387728479,432.0,18,25,0.03009259259259267,False,False,False,False,Small
25_vs_40,age,Intentions regarding work in the UK,0.04629629629629628,0.01851851851851849,-0.004622650989850263,432,432,432,432,False,False,0.14279960436751904,0.5622390221213525,432.0,25,40,-0.02777777777777779,False,False,False,False,Small
40_vs_18,age,Intentions regarding work in the UK,-0.0023148148148147696,-0.00462962962962965,0.008629863973220298,432,432,432,432,False,False,0.9378651188011256,0.8838653927065903,432.0,40,18,-0.0023148148148148806,False,False,False,False,Small
32_vs_18,age,Intentions regarding work in the UK,0.02083333333333337,-0.02546296296296302,-0.045110806702820416,432,432,432,432,False,False,0.4856361510279439,0.43767868255514797,432.0,32,18,-0.04629629629629639,False,False,False,False,Small
32_vs_25,age,Intentions regarding work in the UK,-0.02314814814814814,-0.03935185185185186,-0.04911801968619045,432,432,432,432,False,False,0.4263658657055851,0.2431707725913359,432.0,32,25,-0.01620370370370372,False,False,False,False,Small
18_vs_32,age,Intentions regarding work in the UK,-0.02083333333333337,0.02546296296296302,0.045110806702820416,432,432,432,432,False,False,0.4856361510279439,0.43767868255514797,432.0,18,32,0.04629629629629639,False,False,False,False,Small
25_vs_32,age,Intentions regarding education in the UK,0.05787037037037046,0.0,-0.010572139303482553,432,432,432,432,True,False,0.0632534384343959,1.0,432.0,25,32,-0.05787037037037046,True,False,False,True,Medium
32_vs_40,age,Intentions regarding education in the UK,0.01620370370370361,-0.00694444444444442,0.0010192937750272968,432,432,432,432,False,False,0.5783329039474845,0.6782918791913386,432.0,32,40,-0.02314814814814803,False,False,False,False,Small
25_vs_18,age,Intentions regarding education in the UK,0.12268518518518523,-0.00694444444444442,-0.025760043431053203,432,432,432,432,True,False,0.002099513172203249,0.6782918791913386,432.0,25,18,-0.12962962962962965,True,False,False,True,Large
18_vs_40,age,Intentions regarding education in the UK,-0.04861111111111116,0.0,0.016207197902597947,432,432,432,432,False,False,0.14046774386941552,1.0,432.0,18,40,0.04861111111111116,False,False,False,False,Small
40_vs_25,age,Intentions regarding education in the UK,-0.07407407407407407,0.00694444444444442,0.009552845528455256,432,432,432,432,True,False,0.02642045325465503,0.6782918791913386,432.0,40,25,0.08101851851851849,True,False,False,True,Medium
40_vs_32,age,Intentions regarding education in the UK,-0.01620370370370361,0.00694444444444442,-0.0010192937750272968,432,432,432,432,False,False,0.5783329039474845,0.6782918791913386,432.0,40,32,0.02314814814814803,False,False,False,False,Small
18_vs_25,age,Intentions regarding education in the UK,-0.12268518518518523,0.00694444444444442,0.025760043431053203,432,432,432,432,True,False,0.002099513172203249,0.6782918791913386,432.0,18,25,0.12962962962962965,True,False,False,True,Large
25_vs_40,age,Intentions regarding education in the UK,0.07407407407407407,-0.00694444444444442,-0.009552845528455256,432,432,432,432,True,False,0.02642045325465503,0.6782918791913386,432.0,25,40,-0.08101851851851849,True,False,False,True,Medium
40_vs_18,age,Intentions regarding education in the UK,0.04861111111111116,0.0,-0.016207197902597947,432,432,432,432,False,False,0.14046774386941552,1.0,432.0,40,18,-0.04861111111111116,False,False,False,False,Small
32_vs_18,age,Intentions regarding education in the UK,0.06481481481481477,-0.00694444444444442,-0.01518790412757065,432,432,432,432,True,False,0.05983763706726952,0.6782918791913386,432.0,32,18,-0.07175925925925919,True,False,False,True,Medium
32_vs_25,age,Intentions regarding education in the UK,-0.05787037037037046,0.0,0.010572139303482553,432,432,432,432,True,False,0.0632534384343959,1.0,432.0,32,25,0.05787037037037046,True,False,False,True,Medium
18_vs_32,age,Intentions regarding education in the UK,-0.06481481481481477,0.00694444444444442,0.01518790412757065,432,432,432,432,True,False,0.05983763706726952,0.6782918791913386,432.0,18,32,0.07175925925925919,True,False,False,True,Medium
25_vs_12,age,PSG (particular social group),0.013374485596707841,0.0030864197530864335,0.004325231778372296,972,972,972,972,False,False,0.15990160070364223,0.4750840202809079,972.0,25,12,-0.010288065843621408,False,False,False,False,Small
12_vs_40,age,PSG (particular social group),-0.0092592592592593,-0.002057613168724326,-0.0053879310344827624,972,972,972,972,False,False,0.3222961659023369,0.639135131883376,972.0,12,40,0.007201646090534974,False,False,False,False,Small
40_vs_70,age,PSG (particular social group),0.0010288065843622185,-0.004115226337448541,0.0,972,972,972,972,False,False,0.9038286280194969,0.27213370191440944,972.0,40,70,-0.0051440329218107594,False,False,False,False,Small
40_vs_12,age,PSG (particular social group),0.0092592592592593,0.002057613168724326,0.0053879310344827624,972,972,972,972,False,False,0.3222961659023369,0.639135131883376,972.0,40,12,-0.007201646090534974,False,False,False,False,Small
12_vs_70,age,PSG (particular social group),-0.008230452674897082,-0.006172839506172867,-0.0053879310344827624,972,972,972,972,False,False,0.37766742692622524,0.14242815954304122,972.0,12,70,0.002057613168724215,False,False,False,False,Small
70_vs_12,age,PSG (particular social group),0.008230452674897082,0.006172839506172867,0.0053879310344827624,972,972,972,972,False,False,0.37766742692622524,0.14242815954304122,972.0,70,12,-0.002057613168724215,False,False,False,False,Small
70_vs_25,age,PSG (particular social group),-0.0051440329218107594,0.0030864197530864335,0.0010626992561104665,972,972,972,972,False,False,0.5410281482048029,0.38076439669582807,972.0,70,25,0.008230452674897193,False,False,False,False,Small
70_vs_40,age,PSG (particular social group),-0.0010288065843622185,0.004115226337448541,-0.0,972,972,972,972,False,False,0.9038286280194969,0.27213370191440944,972.0,70,40,0.0051440329218107594,False,False,False,False,Small
40_vs_25,age,PSG (particular social group),-0.004115226337448541,-0.0010288065843621075,0.0010626992561104665,972,972,972,972,False,False,0.620312269460092,0.7960866203921542,972.0,40,25,0.0030864197530864335,False,False,False,False,Small
25_vs_40,age,PSG (particular social group),0.004115226337448541,0.0010288065843621075,-0.0010626992561104665,972,972,972,972,False,False,0.620312269460092,0.7960866203921542,972.0,25,40,-0.0030864197530864335,False,False,False,False,Small
12_vs_25,age,PSG (particular social group),-0.013374485596707841,-0.0030864197530864335,-0.004325231778372296,972,972,972,972,False,False,0.15990160070364223,0.4750840202809079,972.0,12,25,0.010288065843621408,False,False,False,False,Small
25_vs_70,age,PSG (particular social group),0.0051440329218107594,-0.0030864197530864335,-0.0010626992561104665,972,972,972,972,False,False,0.5410281482048029,0.38076439669582807,972.0,25,70,-0.008230452674897193,False,False,False,False,Small
25_vs_12,age,Disclosure: Political persecution & sexual violence,-0.4444444444444445,-0.17592592592592593,,108,108,108,108,True,True,2.6764976105209115e-05,0.01134471251167235,,25,12,0.26851851851851855,True,True,True,False,Very Large
12_vs_40,age,Disclosure: Political persecution & sexual violence,0.4537037037037037,0.07407407407407407,,108,108,108,108,True,False,2.2153865948615348e-05,0.15958994566740237,,12,40,-0.37962962962962965,True,False,False,True,Very Large
40_vs_70,age,Disclosure: Political persecution & sexual violence,-0.15740740740740744,-0.07407407407407407,-0.0670995670995671,108,108,108,108,True,False,0.048280316215135066,0.15958994566740237,108.0,40,70,0.08333333333333337,True,False,False,True,Medium
40_vs_12,age,Disclosure: Political persecution & sexual violence,-0.4537037037037037,-0.07407407407407407,,108,108,108,108,True,False,2.2153865948615348e-05,0.15958994566740237,,40,12,0.37962962962962965,True,False,False,True,Very Large
12_vs_70,age,Disclosure: Political persecution & sexual violence,0.2962962962962963,0.0,,108,108,108,108,True,False,0.0005908086806676316,1.0,,12,70,-0.2962962962962963,True,False,False,True,Very Large
70_vs_12,age,Disclosure: Political persecution & sexual violence,-0.2962962962962963,0.0,,108,108,108,108,True,False,0.0005908086806676316,1.0,,70,12,0.2962962962962963,True,False,False,True,Very Large
70_vs_25,age,Disclosure: Political persecution & sexual violence,0.1481481481481482,0.17592592592592593,0.1642424242424242,108,108,108,108,True,True,0.05953731782006266,0.01134471251167235,108.0,70,25,0.027777777777777735,True,True,True,False,Small
70_vs_40,age,Disclosure: Political persecution & sexual violence,0.15740740740740744,0.07407407407407407,0.0670995670995671,108,108,108,108,True,False,0.048280316215135066,0.15958994566740237,108.0,70,40,-0.08333333333333337,True,False,False,True,Medium
40_vs_25,age,Disclosure: Political persecution & sexual violence,-0.009259259259259245,0.10185185185185186,0.09714285714285709,108,108,108,108,False,False,0.8914718126402268,0.11332559911811768,108.0,40,25,0.1111111111111111,False,False,False,False,Large
25_vs_40,age,Disclosure: Political persecution & sexual violence,0.009259259259259245,-0.10185185185185186,-0.09714285714285709,108,108,108,108,False,False,0.8914718126402268,0.11332559911811768,108.0,25,40,-0.1111111111111111,False,False,False,False,Large
12_vs_25,age,Disclosure: Political persecution & sexual violence,0.4444444444444445,0.17592592592592593,,108,108,108,108,True,True,2.6764976105209115e-05,0.01134471251167235,,12,25,-0.26851851851851855,True,True,True,False,Very Large
25_vs_70,age,Disclosure: Political persecution & sexual violence,-0.1481481481481482,-0.17592592592592593,-0.1642424242424242,108,108,108,108,True,True,0.05953731782006266,0.01134471251167235,108.0,25,70,-0.027777777777777735,True,True,True,False,Small
25_vs_12,age,Disclosure: Religious persecution & mental health,-0.04629629629629628,-0.2407407407407408,,108,108,108,108,False,True,0.12397648278009776,0.0005698135326355214,,25,12,-0.19444444444444453,False,True,False,True,Large
12_vs_40,age,Disclosure: Religious persecution & mental health,0.04629629629629628,0.35185185185185186,,108,108,108,108,False,True,0.12397648278009776,5.935303904225364e-05,,12,40,0.3055555555555556,False,True,False,True,Very Large
40_vs_70,age,Disclosure: Religious persecution & mental health,-0.03703703703703698,-0.01851851851851849,,108,108,108,108,False,False,0.22470801942882224,0.7777204174709469,,40,70,0.01851851851851849,False,False,False,False,Small
40_vs_12,age,Disclosure: Religious persecution & mental health,-0.04629629629629628,-0.35185185185185186,,108,108,108,108,False,True,0.12397648278009776,5.935303904225364e-05,,40,12,-0.3055555555555556,False,True,False,True,Very Large
12_vs_70,age,Disclosure: Religious persecution & mental health,0.0092592592592593,0.33333333333333337,,108,108,108,108,False,True,0.6538809274000505,8.528068811508582e-05,,12,70,0.32407407407407407,False,True,False,True,Very Large
70_vs_12,age,Disclosure: Religious persecution & mental health,-0.0092592592592593,-0.33333333333333337,,108,108,108,108,False,True,0.6538809274000505,8.528068811508582e-05,,70,12,-0.32407407407407407,False,True,False,True,Very Large
70_vs_25,age,Disclosure: Religious persecution & mental health,0.03703703703703698,-0.09259259259259256,,108,108,108,108,False,False,0.22470801942882224,0.17300501874135188,,70,25,-0.12962962962962954,False,False,False,False,Large
70_vs_40,age,Disclosure: Religious persecution & mental health,0.03703703703703698,0.01851851851851849,,108,108,108,108,False,False,0.22470801942882224,0.7777204174709469,,70,40,-0.01851851851851849,False,False,False,False,Small
40_vs_25,age,Disclosure: Religious persecution & mental health,0.0,-0.11111111111111105,,108,108,108,108,False,False,1.0,0.11406747288064878,,40,25,-0.11111111111111105,False,False,False,False,Large
25_vs_40,age,Disclosure: Religious persecution & mental health,0.0,0.11111111111111105,,108,108,108,108,False,False,1.0,0.11406747288064878,,25,40,0.11111111111111105,False,False,False,False,Large
12_vs_25,age,Disclosure: Religious persecution & mental health,0.04629629629629628,0.2407407407407408,,108,108,108,108,False,True,0.12397648278009776,0.0005698135326355214,,12,25,0.19444444444444453,False,True,False,True,Large
25_vs_70,age,Disclosure: Religious persecution & mental health,-0.03703703703703698,0.09259259259259256,,108,108,108,108,False,False,0.22470801942882224,0.17300501874135188,,25,70,0.12962962962962954,False,False,False,False,Large
25_vs_12,age,Disclosure: Domestic violence & criminal threats,-0.25,0.0,,108,108,108,108,True,False,0.0038886108455404855,1.0,,25,12,0.25,True,False,False,True,Very Large
12_vs_40,age,Disclosure: Domestic violence & criminal threats,0.2314814814814815,0.03703703703703698,,108,108,108,108,True,False,0.005907318815756124,0.13286278304809418,,12,40,-0.19444444444444453,True,False,False,True,Large
40_vs_70,age,Disclosure: Domestic violence & criminal threats,-0.21296296296296302,-0.03703703703703698,,108,108,108,108,True,False,0.009773531351276343,0.13286278304809418,,40,70,0.17592592592592604,True,False,False,True,Large
